存货编号,规格型号,期末
1707.0,SPAL16-66-P11.1,1.0
1708.0,SPAL16-66-P11.1,1.0
1709.0,SPAL16-70-P11.15,1.0
1710.0,SPAL16-70-P11.15,1.0
1711.0,SPAL16-70-P11.15,2.0
1712.0,SPAL16-75-P13.1,2.0
1713.0,SPAL16-76-P13.1,1.0
1714.0,SPAL16-80-P13.0,2.0
1715.0,SPAL16-80-P15.99,2.0
1716.0,SJEL13-80-P11.15-W7.00-SKC,2.0
1717.0,SPAL16-85-P12.1,1.0
1718.0,SPAL16-97*-P14.1,1.0
1719.0,SPAL16-LC66-P11.1,2.0
1720.0,SPAL16-LC71-P9.5-BC,1.0
1721.0,ELJAL13-90-P7.00,2.0
1722.0,APJES13-90-P10.15-W8.00-SKC,2.0
1727.0,SPAL20-80-P18,1.0
1728.0,SPAL20-90-P15.99,2.0
1729.0,SPAL20-90-P9.1,1.0
1730.0,SPAL20-90-P9.1,2.0
1731.0,SPAL5-5-P2.9,5.0
1732.0,SPAL8-55-P4,3.0
1733.0,SPAL8-55-P5.5,1.0
1734.0,SPAL8-60-P6.03,1.0
1735.0,SPAL8-60-P6.05,1.0
1736.0,SPAL8-60-P6.05,1.0
1737.0,SPAL8-60-P6-5.5,1.0
1738.0,SPAL8-90-P6.56,1.0
1739.0,SPAL8-LC54.0-P5.02,4.0
1740.0,SPAL8-LC81-P2.0,1.0
1741.0,SPAL-C10-80-P4.5,2.0
1742.0,SJRL20-80-P15.15-W9.00-R1.00,2.0
1743.0,SPAL-C13-120-P8.43,1.0
1744.0,SPAL-C13-120-P8.43,1.0
1745.0,SPAL-C13-LC125-PC5.56,1.0
1746.0,SPAL-C16-110-P11.1,1.0
1747.0,SPAL-C38-55-P34.05,1.0
1748.0,SPAS10-100-P6.0,1.0
1749.0,SPAS10-100-P6.0,1.0
1750.0,APJAS13-80-P10.05,2.0
1751.0,SJAL13-80-P7.00,3.0
1752.0,SPAS10-60-7.0,1.0
1753.0,SPAS10-60-P6.0,1.0
1754.0,APAS16-90-P14.05,3.0
1755.0,SPAS10-60-P7.1,1.0
1756.0,SPAS10-60-P7.1,1.0
1757.0,SPAS10-60-P7.1,1.0
1758.0,SJAL13-90-P7.00,2.0
1759.0,SPAS10-60-P9.1,1.0
1760.0,SPAS10-70-P4.0,1.0
1761.0,SPAS10-70-P6.0,1.0
1762.0,SPAS10-70-P6.0,1.0
1763.0,SPAS10-70-P6.0,1.0
1764.0,SPAS10-70-P6.1,1.0
1765.0,SPAS10-70-P8,1.0
1766.0,SPAS10-70-P8.0,1.0
1767.0,SPAS10-70-P8.0,1.0
1768.0,SPAS10-70-P8.1,1.0
1769.0,SPAS10-70-P8.4,1.0
1770.0,SPAS10-70-P8.55,1.0
1771.0,SPAS10-70-P9.16,1.0
1772.0,SPAS10-80-P4.5,1.0
1773.0,SPAS10-80-P4.5,1.0
1774.0,SPAS10-80-P5.4,1.0
1775.0,SPAS10-80-P5.4,1.0
1776.0,SPAS10-80-P6,1.0
1777.0,SPAS10-80-P6.0,2.0
1778.0,SPAS10-80-P7.1,1.0
1779.0,SPAS10-80-P7.1,1.0
1780.0,SPAS10-80-P7.3,1.0
1781.0,SPAS10-80-P8.0,1.0
1782.0,SPAS10-80-P8.0,1.0
1783.0,SPAS10-80-P8.04,1.0
1784.0,SPAS10-80-P8.2,1.0
1787.0,SJEL13-90-P10.15-W7.00-SKC,2.0
1788.0,SPAS10-90-P8.0,1.0
1789.0,SJAL10-90-P6.10,2.0
1790.0,SJAL10-80-P7.1,2.0
1791.0,SPAS10-90-P8.0,1.0
1792.0,SPAS10-90-P8.0,2.0
1793.0,SPAS10-LC52-P6.55,1.0
1794.0,SPAS10-LC60-P7.3,1.0
1795.0,SPAS10-LC72-P6.6,1.0
1796.0,SPAS10-LC72-P6.6,2.0
1797.0,SPAS10-LC73-P6.0,1.0
1798.0,SPAS10-LC73-P6.0,1.0
1799.0,SPAS10-LC74-P6.1-BC,1.0
1800.0,SPAS10-LC74-P9.15,1.0
1801.0,SPAS13-100-P8.0,1.0
1802.0,SPAS13-118-P7.1,1.0
1803.0,SPAS13-50-P9.1,1.0
1804.0,SPAS13-60-P10.1,1.0
1805.0,SPAS13-60-P7.2,1.0
1806.0,SPAS13-60-P7.2,1.0
1807.0,SPAS13-60-P7.2,1.0
1808.0,SPAS13-63-P9.15,2.0
1809.0,SPAS13-70-70-P10.0,1.0
1810.0,SPAS13-70-P10,1.0
1811.0,SPAS13-70-P10.0,1.0
1812.0,SPAS13-70-P12.0,1.0
1813.0,SPAS13-70-P8.0,1.0
1814.0,SPAS13-70-P8.6,1.0
1815.0,SPAS13-75-P8.5,1.0
1816.0,SPAS13-7-P12,1.0
1817.0,GG-SJRL13-100-P10.2-W9.7-R2.4,2.0
1818.0,SPAS13-80-P6.1,1.0
1819.0,SPAS13-80-P6.1,1.0
1820.0,SPAS13-80-P7.0,1.0
1821.0,HDE20-25-P11.36-W7.30-SKC,1.0
1822.0,SPAS13-80-P8.0,1.0
1823.0,SPAS13-80-P9.05,1.0
1824.0,SPAS13-80-P9.08,1.0
1825.0,SPAS13-LC42-P7.15,1.0
1826.0,SPAS13-LC45-P10.8,1.0
1827.0,SPAS13-LC46-P8.1,2.0
1828.0,SPAS13-LC56-P11.85,1.0
1829.0,SPAS13-LC56-P11.85,1.0
1830.0,SPAS13-LC56-P11.85,2.0
1831.0,SPAS13-LC57-P11,1.0
1832.0,SPAS13-LC60-P10.0,1.0
1833.0,SJEL13-80-P12.1-W7.1-KC90,1.0
1834.0,SPAS13-LC82-P8.0,1.0
1835.0,SPAS16-100-P8.5,1.0
1836.0,SPAS16-56-P13.6,3.0
1837.0,SPAS16-58-P15.1,6.0
1838.0,SPAS16-70-P11.15,1.0
1839.0,MHD13-25-P7.3,1.0
1840.0,SPAS16-70-P11.15,3.0
1841.0,SPAS16-70-P13.05,1.0
1842.0,SPAS16-77-P13.8,1.0
1843.0,SPAS16-80-P10.0,1.0
1844.0,SPAS16-LC53-P11.1,1.0
1845.0,SPAS20-80-P16.0-BC25,1.0
1846.0,SPAS20-80-P18-BC25,1.0
1847.0,GG-SJRL13-95-P10.2-W9.7-R2.4,2.0
1848.0,SPAS6-60-P5.1,1.0
1849.0,SPAS6-70-P3.0,2.0
1850.0,SPAS6-70-P3.0,2.0
1851.0,KKDE20-20-P10.18-W8.14,2.0
1852.0,SSJAL13-80-P8.1,2.0
1853.0,SPAS8-50-P6.2,1.0
1854.0,SPAS8-55-P5.4,1.0
1855.0,SPAS8-56-P6.3,1.0
1856.0,SPAS8-57-P6.16,1.0
1857.0,SPAS8-60-P5.55,1.0
1858.0,SPAS8-70-P6.1,1.0
1859.0,SPAS8-LC51-P6.18,1.0
1860.0,SPAS8-LC52-P4.45,1.0
1861.0,SPAS8-LC57-P6.05,1.0
1862.0,SPAS-C10-60-P7,1.0
1863.0,SPAS-C10-70-P9.1,1.0
1864.0,SPAS-C10-80-P7,1.0
1865.0,SPAS-C10-80-P8,1.0
1866.0,SPAS-C10-90-P7.1,1.0
1867.0,SPAS-C10-LC68-P5.4,1.0
1868.0,SPAS-C13-110-P10.05,1.0
1869.0,SPAS-C13-80-P10,1.0
1871.0,SPAX10-63-P9.18,1.0
1872.0,SPAX10-63-P9.22,1.0
1873.0,SPAX10-73-P7.08,1.0
1876.0,SPAX10-LC73-P7.08,1.0
1877.0,SPAX10-LC73-P7.08,1.0
1878.0,SPAX10-LC73-P7.08,1.0
1879.0,SPAX13-120-P8.43,1.0
1880.0,SPAX13-62-P12.03,2.0
1881.0,SPAX13-90-P6.1,1.0
1882.0,SPAX13-90-P6.1,1.0
1883.0,SPAX13-LC83-P8.18,1.0
1884.0,SPAX13-LC83-P8.18,1.0
1885.0,SPAX13-LC85-P10.1-BC,1.0
1886.0,SSJEL13-80-P10.1-W8.06,2.0
1888.0,KKSD16-20-P8.18,2.0
1889.0,SPAX8-80.0-P5.0,1.0
1890.0,SPAX8-LC45-P5.6,1.0
1891.0,SPAX8-LC45-P5.6,1.0
1892.0,SPAX8-LC45-P5.6,2.0
1893.0,SPAX8-LC45-P5.6,2.0
1894.0,SJEL13-80.00-P12.10-W7.10,1.0
1895.0,SPAX-C13-120-P8.43,1.0
1896.0,SPAX-C13-120-P8.43,1.0
1897.0,SPC20-80-P20,1.0
1898.0,SPC8-50-P8.0,1.0
1899.0,SPDS13-LC95-P8.3-W6.2-SKC,1.0
1900.0,SPDS-C13-80-P8.1-W8.1-R0.5,1.0
1901.0,SPDS-C13-LC85-P9.3-W5.1-R0.5,1.0
1902.0,SJEL16-90-P12.15-W8.00-SKC,2.0
1903.0,SPEL10-80-P8.3-W6.2-SKC,1.0
1904.0,SPEL10-LC45-P9.5-W8.5,1.0
1905.0,SPEL10-LC86-P9.8-W2.6-SKC,2.0
1906.0,SPEL13-77-P12.05-W10.05,2.0
1907.0,SPEL13-80-P12-W7,1.0
1909.0,SPEL13-87-P8.4-W6.15,1.0
1910.0,SJRL16-90-P10.00-W10.00-R1-SKC,2.0
1911.0,EKSD32-20-P16.13,3.0
1912.0,SPEL13-90-P7.82-W6.32-SKC,2.0
1913.0,SPEL13-90-P7.82-W6.32-SKC,2.0
1914.0,SPEL13-LC49-P10.4-W8.08,1.0
1915.0,SPEL13-LC64-P12.40-W7.15-SKC,2.0
1916.0,SPEL13-LC65-P10.2-W7.3-SKC,1.0
1918.0,SPEL13-LC75-P12.1-W7-SKC,2.0
1919.0,SPEL13-LC82-P12.1-W8-SKC,2.0
1920.0,SPEL13-LC87-P8.4-W6.15,2.0
1922.0,SPEL16-100-P12.8-W7.1-KC90,1.0
1923.0,SPEL16-100-P13.8-W9.1,1.0
1924.0,SPEL16-100-P14.3-W8.25,1.0
1925.0,SPEL16-100-P15.8-W9.05,2.0
1926.0,SPEL16-105-P12.08-W7.08-SKC,2.0
1927.0,SPEL16-120-P10.05-W8.05,3.0
1928.0,SPEL16-65-P14.05-W10.05-SKC,1.0
1929.0,SPEL16-65-P14.05-W10.05-SKC,1.0
1930.0,ELJAL10-90-P8.00,4.0
1931.0,SPEL16-70-P12.05-W7.05-SKC,2.0
1932.0,SPEL16-70-P14.15-W11.15,1.0
1933.0,SPEL16-75-P13.15-W9.15,2.0
1935.0,SPEL16-80-P12.58-W10.08,2.0
1936.0,SPEL16-84-P15.15-W12.1,2.0
1937.0,SPEL16-90-P12.8-W10.9,1.0
1938.0,SPEL16-97-P14.1-W12.1,2.0
1939.0,SPEL16-LC57.00-P11.40-W9.28,1.0
1940.0,SPEL16-LC65-P14.05-W9.55-SKC,1.0
1941.0,SPEL16-LC65-P14.05-W9.55-SKC,1.0
1942.0,SPEL16-LC65-P14.05-W9.55-SKC,2.0
1943.0,SPEL16-LC65-P14.05-W9.55-SKC,2.0
1945.0,SPEL16-LC78-P12.1-W7.05-SKC,1.0
1946.0,SPEL16-LC93-P12.8-W10.9,1.0
1947.0,SPEL20-70-P18-W16,1.0
1948.0,SPEL20-70-P18-W16,1.0
1949.0,SPEL20-75-P17.1-W13.1,2.0
1950.0,SPEL20-80-P16.2-W13.1,2.0
1951.0,SPEL20-90-P14.5-W6.5,1.0
1952.0,SPEL20-90-P16.15-W12.15,4.0
1953.0,SPEL20-LC75-P17.1-W13.1,1.0
1954.0,SPEL25-70-P20.00-W15.00,4.0
1955.0,SPEL25-80-P22.08-W13.08,1.0
1956.0,SPEL25-LC85-P22.12-W13.12,1.0
1957.0,SPEL85-85-P10.05-W7.05-SKC,2.0
1958.0,SPEL8-60-P7.0--W5.5-SKC,1.0
1959.0,SPEL-C13-110-P10-W8,1.0
1960.0,SPEL-C13-90-P8.2-W6.0-KC90,1.0
1961.0,SPEL-C16-130.00-P12.35-W6.35,1.0
1962.0,SPEL-C16-80-P15-W13,1.0
1963.0,SPES10-60-P6.05-W5.55-SKC,1.0
1964.0,SPES10-80-P9.3-W8.0,1.0
1965.0,SPES10-90-P8.3-W6,3.0
1966.0,SPES10-90-P8.3-W6.0,1.0
1967.0,SPES10-LC51-P7.9-W6.1-SKC,1.0
1968.0,SPES10-LC55-P8.08-W6.58-SKC,1.0
1969.0,SPES13-50-P10.2-W6.2,1.0
1970.0,SPES13-70-P12.2-W7.1,1.0
1971.0,SPES13-70-P12.2-W7.1,2.0
1972.0,SPES13-70-P12-W10,1.0
1973.0,SPES13-70-P9.0-W6.5-SKC,1.0
1974.0,SPES13-80-P11.15-W7.5,1.0
1975.0,SPES13-80-P11.15-W7.5,1.0
1976.0,SPES13-80-P12.08-W7.08,1.0
1977.0,SPES13-80-P12.08-W7.08,2.0
1978.0,SPES13-80-P12.0-W10.0-KC90,2.0
1979.0,SPES13-80-P8.3-W6.0,1.0
1980.0,SPES13-80-P8.3-W6.0,1.0
1981.0,SPES16-100-P14.3-W8.25,2.0
1982.0,SPES16-60-P12-W7,1.0
1984.0,SPES16-70-P14.14-W11.14,1.0
1985.0,SPES16-88-P12.3-W8.0,1.0
1986.0,SPES16-90-P12.25-W7.1-KC90,1.0
1987.0,SPES16-90-P12.3-W10.1,2.0
1988.0,SJRL13-90-P7.00-W7.00-R0.5-SKC,2.0
1989.0,SPES16-92-P12.3-W8.08,2.0
1990.0,SPES16-LC65-P14.05-W10.05-SKC,1.0
1991.0,SPES16-LC92-P12.3-W8.08,2.0
1992.0,SPES-C13-70-P11.3-W9.1,1.0
1993.0,SPES-C13-70-P12.2-W7.1,1.0
1994.0,SPES-C13-70-P12.2-W7.1,1.0
1995.0,SPES-C13-80-P12-W10,1.0
1996.0,SPES-C13-LC67-P12.2-W7.1,1.0
1997.0,SJEL16-90-P12.15-W7.00-SKC,2.0
1998.0,SPES-C16-80-P14-W10,2.0
1999.0,SPES-C25-80-P20.0-W16.0-KC90,2.0
2000.0,SPEX13-70-P12.34-W7.3-SKC,1.0
2001.0,SPEX13-70-P12.34-W7.3-SKC,1.0
2002.0,SPEX13-72-P10.65-W8.35-SKC,1.0
2005.0,SPEX13-LC92-P12.4-W9.2-SKC,1.0
2006.0,SPRL10-80-P4.65-W4.65-R0.5-SKC,6.0
2007.0,SPRL10-80-P6.5-W4.0-R0.5-SKC,6.0
2008.0,SPRL10-90-P6.58-W4.08-R0.3-SKC,1.0
2009.0,SPRL10-L65-P9-W5-R1.0-SKC,1.0
2010.0,SPRL13-50-P9.4-W5.4-R0.5-SKC,1.0
2011.0,SPRL13-90-P12.14-W8.06-SKC,2.0
2012.0,SPRL8-65-P4.1-W3.3-R0.5-SKC,2.0
2013.0,SPRL8-LC65-P6.5-W4.0-R0.5-SKC,2.0
2014.0,SPRL-C13-80-P8.5-W8.5-R0.5,2.0
2015.0,SPRL-C13-80-P8.5-W8.5-R0.5,14.0
2016.0,SPRS13-70-P9.0-W5.0-R0.5-SKC,2.0
2018.0,SPRS13-70-P9-W5-SKC,1.0
2019.0,SPRS13-80-P9.3-W5.1-R0.5,1.0
2020.0,SPRS13-LC95-P8.3-W6.2,1.0
2021.0,SPRS16-LC65-P9.4-W5.2-SKC,1.0
2022.0,SPRS-C13-80-P8.5-W8.5-R0.5,1.0
2023.0,SPTWA16-85-P8.05-V10,4.0
2024.0,SPTWA8-100.00-P2.1-V4.0,1.0
2025.0,SPTWA8-100.0-P2.10-V4.0,1.0
2026.0,SJAL13-90-P9.00,2.0
2028.0,SJEL13-90-P11.65-W7.50-SKC,2.0
2029.0,SJAL10-110-P8.00,2.0
2030.0,ELJAL10-90-P6.10,2.0
2031.0,SJAL10-90-P7.00,3.0
2032.0,SJEL13-90-P10.15-W7.00-SKC,2.0
2033.0,T-SJAL-C16-75-P10.26,2.0
2034.0,APJAL16-LC85-P13.1-SKC,1.0
2035.0,ELJAS10-P5.0,1.0
2036.0,SJAL13-90-P8.05,2.0
2037.0,SJAS13-LC56-P10.1,1.0
2038.0,SPAL13-70-P10.05-SKC,1.0
2039.0,SPAL16-97-P14.1,1.0
2040.0,SPAX10-80-P8.1,1.0
2041.0,SJAL20-90-P14.0,1.0
2042.0,SJAS10-70-P6.1,2.0
2043.0,MHD20-30-P9.8,1.0
2044.0,SJEX13-80-P8.62-W6.06-BC-SKC,1.0
2045.0,SJAL10-46-P9.1,1.0
2046.0,SJAS8-LC55-P6.58,1.0
2047.0,APJAS8-80-P5.5-SKC,1.0
2048.0,SJAS13-80-P6.10,1.0
2049.0,SJAL16-80-P10.0,2.0
2050.0,MHD16-30-P6.15,2.0
2051.0,EHDE20-25-P8.78-W7.28-SKC,2.0
2052.0,SPAS10-80-P6.0,2.0
2053.0,HDR16-34-P7.2-W4.4-R0.65,2.0
2054.0,SPES16-100-P12.3-W8.0,1.0
2055.0,SJAL16-70-P15.99,2.0
2057.0,G-SJES10-50-P7.0-W6.2,6.0
2058.0,SJAL16-110-P13.00,2.0
2060.0,EMSD20-30-P9.26,1.0
2061.0,SPRS13-10-P9-W5-SKC,1.0
2062.0,SPEL16-70-P12.1-W7.1-SKC,1.0
2063.0,SPAS16-77-P14.2,2.0
2064.0,SJAL13-64-P10.58,1.0
2065.0,SPAS10-71-P6.1,1.0
2066.0,SJAS8-LC41-P6.2-BC,4.0
2067.0,APES16-77-P11.1-W8.5,1.0
2068.0,G-SJES25-80-P22.07-W12.07,1.0
2069.0,SJAS13-80-P11.07,1.0
2070.0,SJAS8-90-P5.00,2.0
2071.0,SJAL10-90-P8.00,2.0
2072.0,EKSD20-20-P10.43,1.0
2073.0,EKSD20-20-P11.43,1.0
2074.0,EKDE38-20-P22.43-W12.43,1.0
2075.0,EKSD25-20-P14.43,1.0
2076.0,SWM50-70,3.0
2077.0,SWM40-70,2.0
2078.0,SJRL10-90-P7.15-W5.00-R1-SKC,2.0
2079.0,SJEL16-90-P12.13-W8.08-SKC,1.0
2081.0,G-SPRL10-80-P9.0-W5.0-R1.0,1.0
2082.0,SJEL-C20-90-P16.33-W12.1-KC135,1.0
2084.0,SPRL13-80-P9.3-W5.3-R1.0-SKC,1.0
2085.0,APJEL10-70-P7.49-W6.2-SKC,1.0
2086.0,G-SPEL16-80-P12.18-W7.18,1.0
2088.0,G-SJEL13-90-P10.15-W8,1.0
2089.0,SJEL13-90-P10.3-W8.08-SKC,1.0
2090.0,G-SJRL10-80-P9.0-W5.0-R1.0,1.0
2091.0,EKSD16-20-P9.20,2.0
2092.0,EKSD16-20-P7.13,2.0
2093.0,SPEL20-90-P16-W12.1,1.0
2095.0,SJEL13-80-P12.3-W10.05-SKC,2.0
2096.0,SJEL16-90-P12.15-W10.00-SKC,2.0
2097.0,SPEX13-LC75-P12.15-W7.15,3.0
2098.0,SJAL16-90-P11.00,2.0
2102.0,G-SPEL10-70-P7.05-W5.25,1.0
2103.0,G-SJRL10-LC95-P9.1-W5.1-R1.0,1.0
2104.0,G-SJRL13-80-P9.3-WC5.3-R1.0,6.0
2105.0,APEL13-LC86-P12-W4-SKC,1.0
2106.0,G-SPES13-LC65-P12.08-W6.58,1.0
2107.0,APRS16-120-P8.08-W8.08-R1.0-SKC,1.0
2108.0,APES16-80-P8.18-W6.0-SKC,1.0
2109.0,SJEX13-125-P10.57-W8.56-SKC,1.0
2111.0,G-SJEL13-90-P10.15-W8,3.0
2112.0,EKDE25-20-P12.39-W8.24,2.0
2113.0,SJEL16-LC83-P12.08-W7.08-SKC,1.0
2114.0,SJEL-C13-LC87-P12.0-W7.0-KC135,1.0
2116.0,EKSD22-20-P11.24,2.0
2117.0,SJEL20-110-P12.06-W7.06-SKC,1.0
2118.0,EKDE22-20-P11.78-W7.63,2.0
2119.0,SPEX13-LC75-P10.65-W8.35,1.0
2120.0,SJEL16-LC95-P14.38-W12.08,1.0
2122.0,APJEL13-80-P11.05-W6.05-SKC,1.0
2123.0,SJAL20-90-P16.00,3.0
2124.0,SPEL-C20-90-P18-W14-KC90,1.0
2126.0,G-SJRL10-LC95-P9.1-W5.1-R1.0,1.0
2129.0,SPEL-C13-LC87-P12-W7-KC45,1.0
2130.0,SJEL20-90-P16.15-W12.00-SKC,2.0
2131.0,SPEX13-LC75-P10.65-W8.35,1.0
2134.0,G-SJEL13-80-P7.68-W7.18,3.0
2135.0,SPRL8-70-P6.0-W5.0-R0.5-SKC,2.0
2136.0,SJRL8-80-P6.0-W5.0-R0.5-SKC,1.0
2137.0,G-SPEL10-70-P7.05-W5.25,1.0
2138.0,SPEL20-70-P18-W16,1.0
2139.0,SJRL13-90-P6.5-W4.0-R0.5-SKC,3.0
2140.0,MSD20-40-P8.40,1.0
2141.0,SJAL10-70-P6.10,1.0
2142.0,SJEL13-LC75.0-P10.00-W8.00-SKC,1.0
2143.0,SJAL13-70-P8.10,1.0
2144.0,MSD16-40-P6.40,1.0
2145.0,SJAL10-LC75.0-P8.00,1.0
2146.0,EHDE22-40-P12.24-W10.24,2.0
2147.0,EMHD22-40-P12.24,2.0
2148.0,SJAL-C16-80-P12.00,2.0
2149.0,G-SJEL16-80-P12.00-W10.00,2.0
2150.0,G-SJEL16-80-P14.00-W12.00,2.0
2151.0,SJAL-C13-P10.00,2.0
2152.0,EMHD20-40-P10.24,2.0
2153.0,EHDE25-40-P14.24-W12.24,2.0
2154.0,SJAS13-80-P10.0,1.0
2155.0,SJAS10-90-P7.00,2.0
2156.0,SJAS16-80-P12.0,1.0
2157.0,EKSD25-20-P12.36,1.0
2158.0,EKSD20-20-P10.2,1.0
2159.0,EKSD32-20-P16.36,1.0
2160.0,SJAS20-80-P16.00,1.0
2161.0,EKDE25-20-P14.36-W12.56,1.0
2162.0,SJES16-80-P14.00-W12.20,1.0
2163.0,EKSD22-20-P12.36,1.0
2164.0,SJAS13-80-P10.00,1.0
2165.0,EKSD20-20-P10.20,1.0
2166.0,SJAS16-80-P12.00,1.0
2167.0,EKDE25-20-P14.36-W12.56,1.0
2168.0,EKSD32-20-P16.36,1.0
2169.0,SJAS20-80-P16.00,1.0
2170.0,SWH60-100,6.0
2171.0,SWL40-70,6.0
2172.0,MSP38-260,2.0
2173.0,MSP32-200,2.0
2174.0,MSP38-200,2.0
2175.0,SWH40-80,10.0
2176.0,SWM40-45,1.0
2177.0,SWM50-125,1.0
2178.0,EKDE32-20-P16.28-W12.13,2.0
2179.0,SWH50-70,4.0
2180.0,SWM35-50,1.0
2181.0,SWH50-70,4.0
2182.0,X-SWH50-70,4.0
2183.0,SWM50-65,1.0
2184.0,SWM35-50,1.0
2185.0,SWM50-60,1.0
2186.0,SWM22-70,1.0
2187.0,SWM50-65,1.0
2188.0,SWH40-80,10.0
2189.0,SWM50-60,4.0
2190.0,SWL50-60,1.0
2191.0,SWH50-100,6.0
2192.0,SWH50-70,2.0
2193.0,LLDBZ32-80,2.0
2194.0,SWH40-75,5.0
2195.0,SWL30-125,6.0
2196.0,SWM50-50,4.0
2197.0,SWM35-60,1.0
2198.0,SWM35-50,10.0
2199.0,SWM25-65,2.0
2200.0,SWM40-40,1.0
2201.0,SWM40-50,1.0
2202.0,SWM35-45,1.0
2203.0,KKSD 16-20-P9.13-BC6,2.0
2204.0,SSJAL 10-80-P9.05,2.0
2205.0,SSJRL-C 32-80-P30-W10-R2,2.0
2206.0,KKDE 20-20-P9.63-W9.13,2.0
2207.0,SSJEL 10-80-P9.55-W9.05,2.0
2208.0,KKDE 22-20-P12.18-W10.16,1.0
2209.0,SSJEL 16-80-P12.1-W10.08,1.0
2210.0,KKSD 20-16-P10.16-BC6,1.0
2211.0,SSJAL 13-80-P10.08,1.0
2212.0,KKDE 16-16-P8.28-W5.38,2.0
2213.0,SSJEL 10-80-P8.2-W5.3,1.0
2214.0,KKSD 13-16-P5.98,2.0
2215.0,SSJEL 10-80-P5.9,2.0
2216.0,SJAL10-90-P4.3,1.0
2217.0,EKSD13-20-P4.35,1.0
2218.0,EKSD16-20-P8.13,4.0
2219.0,EKSD16-20-P7.13,1.0
2220.0,G-APJEL20-124-P12.08-W8.08,2.0
2220.0,G-SPEL16-75-P14.3-W8.03,4.0
2220.0,G-SJEL16-90-P12-W9,4.0
2221.0,EKDE22-20-P12.28-W7.13,2.0
2222.0,EKDE22-20-P12.35-W10.20,2.0
2223.0,EKSD16-20-P6.23,2.0
2224.0,SJAL13-90-P9.15,2.0
2225.0,EKDR20-20-P7.13-W7.13-R0.56,2.0
2226.0,EKSD25-20-P13.20,2.0
2227.0,EKSD22-20-P9.39,2.0
2228.0,EKSD16-20-P8.20,2.0
2229.0,EKDR25-20-P10.13-W10.13-R1.06,2.0
2230.0,EKSD20-20-P8.24,2.0
2231.0,EKSD16-20-P7.13,2.0
2232.0,SPAL4-LC71.3-P2,1.0
2233.0,SPAL5-LC75-P3.26,1.0
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
